Strategy,Rules,Decision,Action A,Action B,Player Value,Dealer Upcard,Deviation TC,Total Hands,Notes
MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,47.0,530380032,
MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,47.0,477926659,
MentorStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,47.0,2008380445,Consolidated across all player hands
MentorStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42308260,
MentorStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42279287,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,47.0,570012406,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,47.0,145637477,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,18.0,530380032,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,47.0,101876269,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,35.0,131396957,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.5,477926659,
MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.5,92099012,
NoStrategy,H17,Hit_vs_Double,Double,Hit,9,2,N/A,76688218,
NoStrategy,H17,Hit_vs_Double,Double,Hit,9,7,N/A,74321922,
NoStrategy,H17,Hit_vs_Double,Double,Hit,10,10,N/A,311056328,
NoStrategy,H17,Hit_vs_Double,Double,Hit,10,11,N/A,57980927,
NoStrategy,H17,Hit_vs_Double,Double,Hit,11,11,N/A,67181175,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,N/A,182432751,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,N/A,192538249,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,N/A,184367601,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,N/A,169999185,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,N/A,523594341,
NoStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,N/A,471878357,
NoStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,N/A,1983237003,Consolidated across all player hands
NoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41770204,
NoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41755546,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,N/A,562700257,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,N/A,143777392,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,N/A,523594341,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,N/A,100595839,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,N/A,129710315,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,471878357,
NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,90981453,
NoStrategy,S17,Hit_vs_Double,Double,Hit,9,2,N/A,76962428,
NoStrategy,S17,Hit_vs_Double,Double,Hit,9,7,N/A,74595704,
NoStrategy,S17,Hit_vs_Double,Double,Hit,10,10,N/A,312232919,
NoStrategy,S17,Hit_vs_Double,Double,Hit,10,11,N/A,58158360,
NoStrategy,S17,Hit_vs_Double,Double,Hit,11,11,N/A,67408240,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,N/A,183133797,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,N/A,193290014,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,N/A,185082599,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,N/A,170660108,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,N/A,525633218,
NoStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,N/A,473669660,
NoStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,N/A,1989667590,Consolidated across all player hands
NoStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41928153,
NoStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41898828,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,N/A,564878127,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,N/A,144327719,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,N/A,525633218,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,N/A,100928082,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,N/A,130189438,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,473669660,
NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,91245939,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.0,77348634,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,9,7,39.5,74962851,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,10,10,42.5,313747680,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,10,11,40.0,58493264,
OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,11,11,16.5,67791085,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,44.0,184022156,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,38.5,194240874,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,0.5,185938082,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,0.0,171507160,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,40.0,528045492,
OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,35.5,475937546,
OmegaIIStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,42.5,2000949893,Consolidated across all player hands
OmegaIIStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42121920,
OmegaIIStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42104376,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,39.5,567592304,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,38.5,145034305,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,16.5,528045492,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,34.0,101487638,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,27.0,130858506,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-0.5,475937546,
OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,0.0,91763887,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.0,77632978,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,9,7,38.5,75263280,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,10,10,42.5,314993172,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,10,11,42.5,58690567,
OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,11,11,16.5,68022255,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,44.0,184734426,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,38.5,195023727,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,0.5,186703288,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-0.5,172176633,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,42.5,530187409,
OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,34.0,477756564,
OmegaIIStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,42.5,2007712708,Consolidated across all player hands
OmegaIIStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42300401,
OmegaIIStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42278808,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,39.5,569847114,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,38.5,145592868,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,16.5,530187409,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,34.0,101851153,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,27.0,131359429,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-0.5,477756564,
OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,0.0,92097137,
R14Strategy,H17,Hit_vs_Double,Double,Hit,9,2,2.0,77295323,
R14Strategy,H17,Hit_vs_Double,Double,Hit,9,7,48.5,74919874,
R14Strategy,H17,Hit_vs_Double,Double,Hit,10,10,49.5,313424772,
R14Strategy,H17,Hit_vs_Double,Double,Hit,10,11,49.5,58459345,
R14Strategy,H17,Hit_vs_Double,Double,Hit,11,11,25.0,67731862,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,12,2,53.5,183890411,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,12,3,48.5,194054714,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,13,2,1.0,185796215,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,13,3,0.0,171365168,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,15,10,49.5,527541298,
R14Strategy,H17,Hit_vs_Stand,Hit,Stand,16,10,-10.5,475453654,
R14Strategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,53.5,1998947242,Consolidated across all player hands
R14Strategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42076649,
R14Strategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42065284,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,48.5,567012672,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,48.5,144899296,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,25.0,527541298,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,38.5,101393865,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,38.5,130711630,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.0,475453654,
R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.5,91684427,
R14Strategy,S17,Hit_vs_Double,Double,Hit,9,2,2.0,77575340,
R14Strategy,S17,Hit_vs_Double,Double,Hit,9,7,48.5,75191819,
R14Strategy,S17,Hit_vs_Double,Double,Hit,10,10,53.5,314667570,
R14Strategy,S17,Hit_vs_Double,Double,Hit,10,11,49.5,58633077,
R14Strategy,S17,Hit_vs_Double,Double,Hit,11,11,25.0,67955242,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,12,2,53.5,184579807,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,12,3,48.5,194860026,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,13,2,1.0,186533724,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,13,3,0.0,172003344,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,15,10,49.5,529589379,
R14Strategy,S17,Hit_vs_Stand,Hit,Stand,16,10,38.5,477195624,
R14Strategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,53.5,2005540342,Consolidated across all player hands
R14Strategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42241350,
R14Strategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42213582,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,48.5,569181007,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,48.5,145464477,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,25.0,529589379,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,38.5,101733130,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,38.5,131203654,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-2.5,477195624,
R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.5,91976347,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,9,2,2.0,76811747,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,9,7,10.5,74439997,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,10,10,8.0,311649373,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,10,11,8.0,58088090,
RAPCStrategy,H17,Hit_vs_Double,Double,Hit,11,11,-1.0,67323320,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,11.0,182798204,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,6.5,192931617,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,184719768,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-4.5,170334187,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,9.5,524698234,
RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,3.0,472973596,
RAPCStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,8.0,1988105601,Consolidated across all player hands
RAPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41878500,
RAPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41841461,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,8.0,563895202,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,7.0,144086515,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,524698238,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,2.5,100844028,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,1.0,129978983,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-8.0,472973598,
RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-6.0,91181447,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,9,2,2.5,77103409,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,9,7,11.0,74712139,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,10,10,8.5,312854458,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,10,11,8.0,58287647,
RAPCStrategy,S17,Hit_vs_Double,Double,Hit,11,11,-0.5,67553570,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,11.5,183509551,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,6.5,193645337,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-1.5,185411747,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-4.5,170980209,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,9.5,526810848,
RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,3.0,474680274,
RAPCStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,8.0,1994674524,Consolidated across all player hands
RAPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42036756,
RAPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42006691,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,8.0,566142520,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,7.0,144637044,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,526810848,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,3.0,101174688,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,1.5,130463514,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-8.0,474680274,
RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-6.0,91478408,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.0,76877832,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,9,7,6.0,74530251,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,10,10,5.0,311989885,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,10,11,5.0,58153572,
RPCStrategy,H17,Hit_vs_Double,Double,Hit,11,11,-0.5,67401294,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,6.0,182989655,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,4.0,193098237,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,184898526,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-3.0,170458863,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,5.5,525357738,
RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,1.5,473442642,
RPCStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,4.5,1990354446,Consolidated across all player hands
RPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41911326,
RPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41884185,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,4.5,564578991,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,4.0,144242728,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,525357738,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,1.5,100947407,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,0.5,130119957,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-5.5,473442642,
RPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-4.0,91271621,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.0,77162008,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,9,7,6.0,74781439,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,10,10,5.0,313155487,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,10,11,4.5,58339981,
RPCStrategy,S17,Hit_vs_Double,Double,Hit,11,11,-0.5,67595843,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,6.0,183659659,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,3.5,193828762,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,185600222,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-3.0,171152315,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,5.5,527399516,
RPCStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,1.5,475285851,
RPCStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,4.5,1996848083,Consolidated across all player hands
RPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42089344,
RPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,42047679,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,4.5,566795941,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,4.0,144804618,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,527399516,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,1.5,101282074,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,1.0,130593401,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-5.5,475285857,
RPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.5,91571742,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,9,2,3.5,77267151,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,9,7,19.5,74888698,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,10,10,21.0,313395462,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,10,11,21.0,58430024,
WongHalvesStrategy,H17,Hit_vs_Double,Double,Hit,11,11,10.5,67718460,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,21.0,183850394,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,19.0,193998317,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,0.5,185757927,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,0.0,171328942,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,21.0,527515882,
WongHalvesStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,12.5,475475322,
WongHalvesStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,21.0,1998785100,Consolidated across all player hands
WongHalvesStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,42085489,
