end_bankroll,end_profit,min_bankroll,max_drawdown,ruin_occurred,shoes_used,hands_used,total_wagered
-37.5,-1037.5,-37.5,1225.0,True,3,117,6250.0
-50.0,-1050.0,-50.0,1025.0,True,4,164,6625.0
2975.0,1975.0,675.0,750.0,False,10,424,24800.0
0.0,-1000.0,0.0,725.0,True,6,230,8400.0
-325.0,-1325.0,-325.0,1375.0,True,1,34,2925.0
1625.0,625.0,825.0,762.5,False,10,427,17925.0
2687.5,1687.5,912.5,425.0,False,10,432,16962.5
2337.5,1337.5,850.0,425.0,False,10,431,18225.0
525.0,-475.0,275.0,1000.0,False,10,428,18900.0
250.0,-750.0,200.0,1325.0,False,10,433,23750.0
750.0,-250.0,637.5,600.0,False,10,429,18125.0
1475.0,475.0,612.5,550.0,False,10,431,15900.0
987.5,-12.5,500.0,975.0,False,10,431,15900.0
1825.0,825.0,337.5,975.0,False,10,428,21475.0
1037.5,37.5,62.5,675.0,False,10,434,17225.0
-12.5,-1012.5,-12.5,1150.0,True,9,361,14850.0
2300.0,1300.0,175.0,800.0,False,10,432,20775.0
1512.5,512.5,900.0,1375.0,False,10,429,19200.0
1437.5,437.5,675.0,462.5,False,10,429,15262.5
12.5,-987.5,12.5,1037.5,True,4,170,6037.5
1612.5,612.5,237.5,600.0,False,10,431,20475.0
637.5,-362.5,350.0,762.5,False,10,433,20150.0
387.5,-612.5,312.5,900.0,False,10,428,18925.0
0.0,-1000.0,0.0,812.5,True,4,136,5975.0
2587.5,1587.5,600.0,450.0,False,10,437,17825.0
1950.0,950.0,712.5,887.5,False,10,433,18550.0
2000.0,1000.0,650.0,375.0,False,10,427,14950.0
2025.0,1025.0,800.0,675.0,False,10,431,20187.5
2100.0,1100.0,125.0,1600.0,False,10,433,22100.0
1137.5,137.5,112.5,1225.0,False,10,434,23750.0
812.5,-187.5,112.5,1600.0,False,10,431,18675.0
950.0,-50.0,337.5,1175.0,False,10,432,21650.0
2162.5,1162.5,625.0,950.0,False,10,429,22950.0
0.0,-1000.0,0.0,1250.0,True,10,391,16350.0
0.0,-1000.0,0.0,850.0,True,10,421,19362.5
-62.5,-1062.5,-62.5,550.0,True,10,417,12625.0
12.5,-987.5,12.5,575.0,True,5,193,7775.0
-50.0,-1050.0,-50.0,1125.0,True,5,199,6875.0
3425.0,2425.0,825.0,650.0,False,10,433,24987.5
2575.0,1575.0,925.0,550.0,False,10,422,15825.0
962.5,-37.5,750.0,437.5,False,10,429,16200.0
12.5,-987.5,12.5,837.5,True,10,415,14300.0
1587.5,587.5,637.5,412.5,False,10,430,14512.5
-37.5,-1037.5,-37.5,487.5,True,7,267,8625.0
950.0,-50.0,100.0,900.0,False,10,431,19162.5
0.0,-1000.0,0.0,887.5,True,9,381,14200.0
2000.0,1000.0,737.5,425.0,False,10,432,15425.0
1137.5,137.5,325.0,925.0,False,10,436,19275.0
800.0,-200.0,550.0,625.0,False,10,433,17550.0
687.5,-312.5,100.0,1150.0,False,10,427,16575.0
3250.0,2250.0,775.0,587.5,False,10,429,20637.5
1675.0,675.0,812.5,887.5,False,10,436,18550.0
2312.5,1312.5,850.0,737.5,False,10,430,18250.0
1062.5,62.5,437.5,825.0,False,10,428,17412.5
0.0,-1000.0,0.0,687.5,True,3,128,4800.0
1525.0,525.0,212.5,700.0,False,10,424,20350.0
875.0,-125.0,412.5,487.5,False,10,428,17062.5
12.5,-987.5,12.5,1600.0,True,4,141,9675.0
1862.5,862.5,837.5,650.0,False,10,424,16575.0
425.0,-575.0,300.0,637.5,False,10,429,16450.0
1337.5,337.5,737.5,1150.0,False,10,434,20675.0
1112.5,112.5,287.5,450.0,False,10,434,15100.0
-25.0,-1025.0,-25.0,1875.0,True,5,209,12000.0
-37.5,-1037.5,-37.5,1300.0,True,3,102,8800.0
1200.0,200.0,637.5,562.5,False,10,434,15925.0
1662.5,662.5,75.0,550.0,False,10,423,16750.0
1875.0,875.0,925.0,500.0,False,10,433,16675.0
1612.5,612.5,425.0,800.0,False,10,430,19225.0
1725.0,725.0,875.0,912.5,False,10,429,16762.5
-37.5,-1037.5,-37.5,1025.0,True,3,115,6425.0
0.0,-1000.0,0.0,650.0,True,9,389,13675.0
-362.5,-1362.5,-362.5,1050.0,True,7,289,10675.0
12.5,-987.5,12.5,637.5,True,4,164,9425.0
550.0,-450.0,437.5,725.0,False,10,430,13575.0
-50.0,-1050.0,-50.0,700.0,True,10,435,15600.0
1850.0,850.0,125.0,700.0,False,10,430,19775.0
-50.0,-1050.0,-50.0,1375.0,True,4,168,6950.0
2475.0,1475.0,525.0,500.0,False,10,428,17925.0
-50.0,-1050.0,-50.0,1050.0,True,10,425,19937.5
1237.5,237.5,362.5,775.0,False,10,433,16950.0
-87.5,-1087.5,-87.5,925.0,True,2,76,4900.0
1337.5,337.5,625.0,725.0,False,10,425,22350.0
1875.0,875.0,62.5,700.0,False,10,431,20800.0
3362.5,2362.5,812.5,750.0,False,10,432,22625.0
1812.5,812.5,700.0,1550.0,False,10,431,24150.0
0.0,-1000.0,0.0,575.0,True,10,405,15675.0
1187.5,187.5,925.0,575.0,False,10,434,14775.0
1725.0,725.0,912.5,775.0,False,10,433,21237.5
12.5,-987.5,12.5,575.0,True,3,114,4525.0
437.5,-562.5,237.5,1025.0,False,10,430,22975.0
-150.0,-1150.0,-150.0,1125.0,True,4,170,7000.0
500.0,-500.0,462.5,1225.0,False,10,429,19900.0
2225.0,1225.0,925.0,475.0,False,10,430,17325.0
1050.0,50.0,400.0,875.0,False,10,433,17062.5
962.5,-37.5,675.0,525.0,False,10,431,14400.0
-137.5,-1137.5,-137.5,1025.0,True,6,250,10350.0
1287.5,287.5,50.0,825.0,False,10,428,16325.0
475.0,-525.0,200.0,600.0,False,10,429,18425.0
537.5,-462.5,87.5,675.0,False,10,427,21150.0
-25.0,-1025.0,-25.0,900.0,True,5,213,13825.0
2037.5,1037.5,850.0,375.0,False,10,434,14100.0
0.0,-1000.0,0.0,550.0,True,4,170,6325.0
1062.5,62.5,275.0,375.0,False,10,432,14425.0
2325.0,1325.0,975.0,700.0,False,10,425,16150.0
12.5,-987.5,12.5,575.0,True,7,263,8525.0
412.5,-587.5,212.5,1075.0,False,10,430,21150.0
-275.0,-1275.0,-275.0,950.0,True,2,81,4025.0
1537.5,537.5,675.0,750.0,False,10,425,15825.0
1975.0,975.0,75.0,725.0,False,10,432,22462.5
1575.0,575.0,525.0,825.0,False,10,433,15925.0
-12.5,-1012.5,-12.5,1225.0,True,8,339,16225.0
1800.0,800.0,637.5,612.5,False,10,430,20800.0
2237.5,1237.5,900.0,500.0,False,10,437,16550.0
0.0,-1000.0,0.0,925.0,True,3,114,6100.0
-62.5,-1062.5,-62.5,875.0,True,6,245,10650.0
-37.5,-1037.5,-37.5,1925.0,True,7,297,15200.0
1937.5,937.5,787.5,625.0,False,10,430,16225.0
3312.5,2312.5,637.5,850.0,False,10,431,20925.0
0.0,-1000.0,0.0,900.0,True,10,393,13700.0
1375.0,375.0,362.5,400.0,False,10,430,15687.5
1287.5,287.5,275.0,900.0,False,10,432,23525.0
1075.0,75.0,375.0,1125.0,False,10,429,22825.0
-112.5,-1112.5,-112.5,887.5,True,3,131,6362.5
12.5,-987.5,12.5,937.5,True,2,82,6375.0
-100.0,-1100.0,-100.0,800.0,True,3,110,6200.0
0.0,-1000.0,0.0,1350.0,True,8,336,19150.0
2125.0,1125.0,975.0,425.0,False,10,435,14050.0
1387.5,387.5,700.0,675.0,False,10,428,24287.5
-62.5,-1062.5,-62.5,875.0,True,6,248,10862.5
0.0,-1000.0,0.0,575.0,True,3,114,4300.0
1612.5,612.5,1000.0,425.0,False,10,430,15812.5
-375.0,-1375.0,-375.0,1125.0,True,5,205,8400.0
12.5,-987.5,12.5,575.0,True,6,233,7575.0
-125.0,-1125.0,-125.0,1400.0,True,4,132,11475.0
1062.5,62.5,787.5,775.0,False,10,431,18700.0
-200.0,-1200.0,-200.0,1425.0,True,10,415,18375.0
1287.5,287.5,287.5,562.5,False,10,434,17125.0
500.0,-500.0,262.5,600.0,False,10,434,17287.5
-37.5,-1037.5,-37.5,1275.0,True,1,40,3700.0
2375.0,1375.0,612.5,750.0,False,10,430,16662.5
12.5,-987.5,12.5,600.0,True,9,357,12725.0
1100.0,100.0,737.5,600.0,False,10,428,16350.0
-12.5,-1012.5,-12.5,1100.0,True,8,335,18562.5
1112.5,112.5,550.0,525.0,False,10,430,15850.0
0.0,-1000.0,0.0,550.0,True,5,204,6625.0
-137.5,-1137.5,-137.5,925.0,True,4,164,8075.0
-12.5,-1012.5,-12.5,875.0,True,7,293,12250.0
0.0,-1000.0,0.0,862.5,True,3,89,5525.0
462.5,-537.5,75.0,1950.0,False,10,427,19662.5
1825.0,825.0,450.0,825.0,False,10,435,18850.0
2875.0,1875.0,1000.0,600.0,False,10,434,25350.0
-25.0,-1025.0,-25.0,1250.0,True,10,423,16225.0
1550.0,550.0,425.0,825.0,False,10,425,23000.0
925.0,-75.0,500.0,750.0,False,10,427,21900.0
825.0,-175.0,712.5,500.0,False,10,437,14275.0
2300.0,1300.0,75.0,1000.0,False,10,430,22112.5
0.0,-1000.0,0.0,575.0,True,6,249,9875.0
725.0,-275.0,375.0,450.0,False,10,431,15412.5
3850.0,2850.0,1000.0,1000.0,False,10,430,24550.0
-112.5,-1112.5,-112.5,587.5,True,4,164,5775.0
2587.5,1587.5,212.5,1000.0,False,10,431,18375.0
850.0,-150.0,450.0,525.0,False,10,430,16750.0
-12.5,-1012.5,-12.5,1375.0,True,1,36,4037.5
312.5,-687.5,237.5,562.5,False,10,435,12975.0
-137.5,-1137.5,-137.5,800.0,True,10,427,15850.0
-25.0,-1025.0,-25.0,1125.0,True,1,35,2550.0
400.0,-600.0,175.0,1400.0,False,10,428,17925.0
0.0,-1000.0,0.0,650.0,True,5,201,8350.0
-125.0,-1125.0,-125.0,1275.0,True,6,243,9875.0
1812.5,812.5,287.5,1250.0,False,10,430,22175.0
575.0,-425.0,350.0,1150.0,False,10,434,19850.0
2500.0,1500.0,887.5,650.0,False,10,431,17550.0
487.5,-512.5,37.5,700.0,False,10,434,16325.0
12.5,-987.5,12.5,462.5,True,4,165,6725.0
12.5,-987.5,12.5,850.0,True,5,184,8312.5
1750.0,750.0,250.0,800.0,False,10,436,20750.0
1887.5,887.5,787.5,587.5,False,10,431,14300.0
12.5,-987.5,12.5,650.0,True,8,334,12825.0
1275.0,275.0,150.0,1275.0,False,10,431,22125.0
1400.0,400.0,150.0,1000.0,False,10,434,20375.0
-237.5,-1237.5,-237.5,1100.0,True,8,342,16162.5
-150.0,-1150.0,-150.0,1212.5,True,2,80,3925.0
-37.5,-1037.5,-37.5,937.5,True,8,345,23262.5
0.0,-1000.0,0.0,525.0,True,6,232,7975.0
12.5,-987.5,12.5,575.0,True,5,208,9975.0
775.0,-225.0,600.0,550.0,False,10,431,15512.5
325.0,-675.0,100.0,850.0,False,10,432,19075.0
12.5,-987.5,12.5,850.0,True,10,433,20950.0
575.0,-425.0,450.0,850.0,False,10,434,19625.0
-100.0,-1100.0,-100.0,1100.0,True,1,40,2700.0
-87.5,-1087.5,-87.5,650.0,True,4,168,7675.0
1012.5,12.5,275.0,950.0,False,10,429,18725.0
0.0,-1000.0,0.0,850.0,True,4,131,5600.0
1575.0,575.0,975.0,500.0,False,10,433,17625.0
350.0,-650.0,37.5,612.5,False,10,426,16275.0
-25.0,-1025.0,-25.0,1700.0,True,5,198,12050.0
1137.5,137.5,575.0,1150.0,False,10,428,22637.5
1875.0,875.0,887.5,1025.0,False,10,428,20000.0
12.5,-987.5,12.5,487.5,True,5,191,7000.0
1887.5,887.5,762.5,350.0,False,10,436,16525.0
3162.5,2162.5,737.5,475.0,False,10,429,18450.0
1900.0,900.0,975.0,700.0,False,10,431,17175.0
650.0,-350.0,337.5,1025.0,False,10,431,16200.0
937.5,-62.5,350.0,825.0,False,10,431,19937.5
2150.0,1150.0,825.0,412.5,False,10,428,17475.0
-12.5,-1012.5,-12.5,1050.0,True,5,188,10275.0
250.0,-750.0,25.0,812.5,False,10,436,16450.0
12.5,-987.5,12.5,600.0,True,6,229,10062.5
962.5,-37.5,537.5,425.0,False,10,429,14025.0
0.0,-1000.0,0.0,925.0,True,4,170,10312.5
1300.0,300.0,775.0,1100.0,False,10,434,22050.0
-12.5,-1012.5,-12.5,975.0,True,2,79,4225.0
6112.5,5112.5,875.0,725.0,False,10,431,24325.0
12.5,-987.5,12.5,1500.0,True,8,310,14375.0
2300.0,1300.0,462.5,1800.0,False,10,434,20912.5
1700.0,700.0,1000.0,550.0,False,10,430,17375.0
-137.5,-1137.5,-137.5,1350.0,True,3,125,6675.0
1512.5,512.5,475.0,750.0,False,10,434,19800.0
550.0,-450.0,362.5,500.0,False,10,432,17250.0
2125.0,1125.0,350.0,825.0,False,10,435,19550.0
-12.5,-1012.5,-12.5,350.0,True,6,232,6925.0
1087.5,87.5,87.5,575.0,False,10,431,16625.0
0.0,-1000.0,0.0,725.0,True,8,344,13625.0
512.5,-487.5,300.0,762.5,False,10,436,18950.0
887.5,-112.5,800.0,900.0,False,10,432,17275.0
3362.5,2362.5,950.0,1000.0,False,10,433,25525.0
1687.5,687.5,637.5,775.0,False,10,433,19250.0
2087.5,1087.5,212.5,1475.0,False,10,433,18425.0
2737.5,1737.5,825.0,637.5,False,10,427,17550.0
-287.5,-1287.5,-287.5,1037.5,True,8,329,14675.0
1162.5,162.5,650.0,300.0,False,10,428,14400.0
1975.0,975.0,812.5,837.5,False,10,434,18762.5
1037.5,37.5,687.5,800.0,False,10,435,17250.0
62.5,-937.5,62.5,1187.5,False,10,438,19225.0
2050.0,1050.0,62.5,1300.0,False,10,429,27700.0
1675.0,675.0,750.0,600.0,False,10,435,16750.0
325.0,-675.0,87.5,1075.0,False,10,426,20100.0
-75.0,-1075.0,-75.0,587.5,True,3,129,4075.0
2112.5,1112.5,975.0,650.0,False,10,429,17950.0
1175.0,175.0,375.0,1150.0,False,10,429,20612.5
12.5,-987.5,12.5,1200.0,True,3,127,10912.5
-37.5,-1037.5,-37.5,1475.0,True,3,122,6275.0
1712.5,712.5,437.5,500.0,False,10,433,18475.0
-25.0,-1025.0,-25.0,1037.5,True,10,428,18275.0
2025.0,1025.0,900.0,700.0,False,10,431,16575.0
1050.0,50.0,837.5,462.5,False,10,431,14250.0
0.0,-1000.0,0.0,950.0,True,9,361,19212.5
-37.5,-1037.5,-37.5,1050.0,True,1,35,2750.0
1575.0,575.0,712.5,800.0,False,10,434,16625.0
2900.0,1900.0,537.5,637.5,False,10,431,24075.0
3387.5,2387.5,862.5,600.0,False,10,422,20025.0
4500.0,3500.0,425.0,650.0,False,10,427,24775.0
-50.0,-1050.0,-50.0,562.5,True,10,424,14375.0
2312.5,1312.5,575.0,850.0,False,10,434,20550.0
1787.5,787.5,787.5,412.5,False,10,429,14525.0
3237.5,2237.5,725.0,625.0,False,10,433,21075.0
812.5,-187.5,737.5,1100.0,False,10,432,17562.5
2625.0,1625.0,925.0,600.0,False,10,434,21725.0
-25.0,-1025.0,-25.0,912.5,True,3,130,4875.0
3575.0,2575.0,837.5,950.0,False,10,425,22750.0
1625.0,625.0,875.0,312.5,False,10,428,14275.0
0.0,-1000.0,0.0,675.0,True,9,373,14450.0
862.5,-137.5,825.0,500.0,False,10,430,13275.0
0.0,-1000.0,0.0,825.0,True,3,100,3775.0
12.5,-987.5,12.5,1075.0,True,5,175,7475.0
12.5,-987.5,12.5,925.0,True,7,258,10837.5
0.0,-1000.0,0.0,1075.0,True,3,91,5450.0
0.0,-1000.0,0.0,450.0,True,4,140,4975.0
1587.5,587.5,1000.0,900.0,False,10,427,22925.0
650.0,-350.0,100.0,675.0,False,10,432,16025.0
1337.5,337.5,637.5,875.0,False,10,429,14500.0
3550.0,2550.0,737.5,562.5,False,10,433,22675.0
2837.5,1837.5,975.0,875.0,False,10,432,18712.5
662.5,-337.5,137.5,787.5,False,10,435,20937.5
1625.0,625.0,562.5,612.5,False,10,436,16825.0
12.5,-987.5,12.5,512.5,True,7,301,9375.0
1462.5,462.5,112.5,487.5,False,10,431,19450.0
975.0,-25.0,450.0,600.0,False,10,429,19775.0
0.0,-1000.0,0.0,525.0,True,10,430,13725.0
925.0,-75.0,387.5,800.0,False,10,429,23700.0
1000.0,0.0,100.0,550.0,False,10,429,18900.0
2300.0,1300.0,862.5,700.0,False,10,428,17950.0
962.5,-37.5,450.0,875.0,False,10,434,17412.5
1575.0,575.0,175.0,775.0,False,10,428,17175.0
-12.5,-1012.5,-12.5,987.5,True,2,64,4687.5
-112.5,-1112.5,-112.5,625.0,True,7,281,12325.0
-125.0,-1125.0,-125.0,1150.0,True,3,118,5575.0
3000.0,2000.0,937.5,800.0,False,10,432,20300.0
12.5,-987.5,12.5,962.5,True,2,53,3325.0
3337.5,2337.5,550.0,687.5,False,10,428,21100.0
1525.0,525.0,737.5,900.0,False,10,431,18500.0
2225.0,1225.0,462.5,750.0,False,10,430,18675.0
-112.5,-1112.5,-112.5,1275.0,True,4,171,8175.0
462.5,-537.5,125.0,1000.0,False,10,427,19550.0
-37.5,-1037.5,-37.5,600.0,True,6,248,9200.0
1375.0,375.0,737.5,900.0,False,10,429,19125.0
-12.5,-1012.5,-12.5,850.0,True,2,69,4250.0
0.0,-1000.0,0.0,1475.0,False,10,428,19662.5
687.5,-312.5,187.5,775.0,False,10,425,16950.0
587.5,-412.5,187.5,1400.0,False,10,431,16850.0
1237.5,237.5,400.0,975.0,False,10,427,17975.0
1700.0,700.0,137.5,600.0,False,10,438,20125.0
275.0,-725.0,200.0,712.5,False,10,440,15050.0
-75.0,-1075.0,-75.0,1650.0,True,6,253,16975.0
12.5,-987.5,12.5,587.5,True,5,169,5850.0
2062.5,1062.5,712.5,825.0,False,10,425,21250.0
0.0,-1000.0,0.0,687.5,True,7,294,13050.0
1625.0,625.0,462.5,425.0,False,10,431,18100.0
2150.0,1150.0,762.5,725.0,False,10,432,15025.0
-62.5,-1062.5,-62.5,900.0,True,3,114,5425.0
0.0,-1000.0,0.0,1000.0,True,1,23,1475.0
1625.0,625.0,1000.0,700.0,False,10,424,15637.5
1125.0,125.0,587.5,612.5,False,10,431,16600.0
-212.5,-1212.5,-212.5,1050.0,True,6,214,9875.0
1862.5,862.5,575.0,1325.0,False,10,431,21625.0
2150.0,1150.0,862.5,650.0,False,10,435,18875.0
12.5,-987.5,12.5,875.0,True,4,150,9575.0
0.0,-1000.0,0.0,1375.0,True,10,418,20125.0
900.0,-100.0,562.5,1150.0,False,10,437,20675.0
-37.5,-1037.5,-37.5,925.0,True,2,70,2550.0
4000.0,3000.0,475.0,650.0,False,10,431,20850.0
1937.5,937.5,875.0,525.0,False,10,430,18425.0
1350.0,350.0,425.0,812.5,False,10,426,23400.0
2275.0,1275.0,712.5,950.0,False,10,432,19175.0
787.5,-212.5,475.0,875.0,False,10,425,16225.0
937.5,-62.5,650.0,562.5,False,10,435,16425.0
2262.5,1262.5,900.0,500.0,False,10,432,17200.0
0.0,-1000.0,0.0,1300.0,True,5,217,12725.0
-112.5,-1112.5,-112.5,775.0,True,2,81,3575.0
975.0,-25.0,325.0,1550.0,False,10,425,21475.0
3150.0,2150.0,487.5,800.0,False,10,431,25300.0
1562.5,562.5,950.0,1525.0,False,10,436,22050.0
1512.5,512.5,337.5,462.5,False,10,437,13650.0
12.5,-987.5,12.5,662.5,True,4,135,4350.0
3500.0,2500.0,987.5,750.0,False,10,430,19375.0
175.0,-825.0,100.0,1025.0,False,10,436,19400.0
1662.5,662.5,825.0,625.0,False,10,428,20275.0
0.0,-1000.0,0.0,625.0,True,9,356,14325.0
2262.5,1262.5,687.5,600.0,False,10,435,18775.0
3725.0,2725.0,825.0,300.0,False,10,428,19050.0
462.5,-537.5,175.0,625.0,False,10,433,15525.0
-62.5,-1062.5,-62.5,650.0,True,7,299,9275.0
-25.0,-1025.0,-25.0,700.0,True,5,197,7675.0
-12.5,-1012.5,-12.5,962.5,True,3,122,5662.5
950.0,-50.0,100.0,800.0,False,10,436,20075.0
2687.5,1687.5,850.0,525.0,False,10,431,20300.0
2487.5,1487.5,162.5,1450.0,False,10,426,22287.5
2025.0,1025.0,512.5,1800.0,False,10,431,23225.0
-87.5,-1087.5,-87.5,725.0,True,9,364,18825.0
1437.5,437.5,387.5,700.0,False,10,431,17925.0
1112.5,112.5,137.5,800.0,False,10,433,20300.0
-125.0,-1125.0,-125.0,525.0,True,8,330,10350.0
662.5,-337.5,450.0,1175.0,False,10,424,17925.0
3937.5,2937.5,950.0,600.0,False,10,430,19750.0
2400.0,1400.0,1000.0,500.0,False,10,434,18000.0
3000.0,2000.0,787.5,600.0,False,10,430,22475.0
-12.5,-1012.5,-12.5,500.0,True,7,280,9650.0
-50.0,-1050.0,-50.0,687.5,True,4,169,5375.0
1087.5,87.5,762.5,400.0,False,10,432,13800.0
900.0,-100.0,250.0,425.0,False,10,433,15200.0
-37.5,-1037.5,-37.5,1100.0,True,3,126,6975.0
475.0,-525.0,450.0,750.0,False,10,433,15475.0
12.5,-987.5,12.5,1150.0,True,9,345,15125.0
1312.5,312.5,575.0,925.0,False,10,426,23450.0
0.0,-1000.0,0.0,1087.5,True,6,235,11275.0
-125.0,-1125.0,-125.0,850.0,True,4,160,6275.0
3137.5,2137.5,512.5,400.0,False,10,434,18350.0
1837.5,837.5,462.5,1025.0,False,10,432,21400.0
2512.5,1512.5,337.5,600.0,False,10,432,19237.5
12.5,-987.5,12.5,1450.0,True,6,223,10875.0
637.5,-362.5,337.5,900.0,False,10,433,21562.5
2050.0,1050.0,975.0,800.0,False,10,434,20225.0
1950.0,950.0,362.5,700.0,False,10,420,18825.0
1425.0,425.0,725.0,825.0,False,10,431,26525.0
862.5,-137.5,287.5,500.0,False,10,431,15575.0
1212.5,212.5,600.0,487.5,False,10,431,14000.0
4212.5,3212.5,850.0,450.0,False,10,433,17475.0
-12.5,-1012.5,-12.5,750.0,True,9,379,14400.0
2800.0,1800.0,550.0,800.0,False,10,429,23500.0
